dataId,AdministradorFundo,AtivoDisponivel,Carencia,CarteiraCNPJ,CNPJAdministrador,DataDeVencimento,DescontoIR,DescricaoCarencia,DescricaoClasse,DescricaoCotizacaoAplicacao,DescricaoCotizacaoResgate,DescricaoEmissor,DescricaoIndexador,DescricaoIndiceBenchmark,DescricaoLiquidacaoAplicacao,DescricaoLiquidacaoResgate,DescricaoProduto,DescricaoTaxaPerformance,DescricaoTributacaoProduto,DescricaoTributacao,DiasUteisParaResgate,DiasVencimento,FamiliaCarteira,FiltroValorMinimo,GestorFundo,ProdutoId,Inativo,LucroMesAnterior,NDiasCotizacaoAplicacao,NomeAdministrador,NomeCompleto,NomeEmissor,NomeIndexador,NomeInvestimento,NomeProduto,Nome,NrDiasUteisCotizacaoResgate,NrDiasUteisLiqFAplicacao,NrDiasUteisLiqFResgate,PatrimonioLiquidoAtual,PercentualIndexador,PrazoCarencia,PrazoDias,PrecoUnitario,QuantidadeAvaliacoes,QuantidadeConsumida,Rentabilidade12Meses,RentabilidadeAno,RentabilidadeFundoUltimos36Meses,RentabilidadeIndiceBenchmarkAno,RentabilidadeIndiceBenchmarkMes,RentabilidadeIndiceBenchmarkUlt12,RentabilidadeIndiceBenchmarkUlt36,RentabilidadeInicioFundo,RentabilidadeMes,RentabilidadeUltimos12Meses,ResgateDias,RiscoAtivo,SaldoMinimoPermanencia,SeFGCAtivo,SeIRAtivo,StatusCarteira,Status,TaxaAdministracaoFixa,TaxaAdministracaoMaxima,TaxaAdministracaoMinima,TaxaAdm,TaxaCliente,TaxaEmissao,TaxaNegociada360,TaxaPerformance,TaxaPreCliente,TaxaPreEmissao,Taxa,TipoCarteira,TipoCota,TipoIndexador,TipoRegimeCondomonioCVM,Tributacao,ValorMinimoAplicacaoAdicional,ValorMinimoAplicaInicial,ValorMinimoResgate,ValorMinimo,Vencimento
2980,,False,2020-11-16,,,2020-11-16,20,No venc.,PRIVADO,No dia,No dia,BANCO FATOR S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,283,,10000,,a0W3u00000AdOCfEAN,False,,,,,BANCO FATOR S.A.,PRÉ,CDB,CDB PRE,,,,,,0,361,361,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,4.5,4.7,0,,,Pré fixado,,,,,,10000,2020-11-16
2981,,False,2021-12-31,,,2021-12-31,17.5,No venc.,PRIVADO,No dia,No dia,BANCO FATOR S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,693,,10000,,a0W3u00000AdOCkEAN,False,,,,,BANCO FATOR S.A.,PRÉ,CDB,CDB PRE,,,,,,0,721,721,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,5.4,5.6,0,,,Pré fixado,,,,,,10000,2021-12-31
2982,,False,2022-11-21,,,2022-11-21,15,No venc.,PRIVADO,No dia,No dia,BANCO FATOR S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,1018,,10000,,a0W3u00000AdOCpEAN,False,,,,,BANCO FATOR S.A.,PRÉ,CDB,CDB PRE,,,,,,0,1080,1080,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.1,6.3,0,,,Pré fixado,,,,,,10000,2022-11-21
2983,,False,2024-11-21,,,2024-11-21,15,No venc.,PRIVADO,No dia,No dia,BANCO DAYCOVAL,PRE,,No dia,No dia,CDB PRE,,,15%,,1749,,20000,,a0W3u00000AdOCuEAN,False,,,,,BANCO DAYCOVAL,PRÉ,CDB,CDB PRE,,,,,,0,1800,1800,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.62,6.82,0,,,Pré fixado,,,,,,20000,2024-11-21
2984,,False,2025-09-26,,,2025-09-26,15,No venc.,PRIVADO,No dia,No dia,BANCO DAYCOVAL,PRE,,No dia,No dia,CDB PRE,,,15%,,2058,,20000,,a0W3u00000AdOCzEAN,False,,,,,BANCO DAYCOVAL,PRÉ,CDB,CDB PRE,,,,,,0,2160,2160,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.84,7.04,0,,,Pré fixado,,,,,,20000,2025-09-26
2985,,False,2020-10-28,,,2020-10-28,20,No venc.,PRIVADO,No dia,No dia,BANCO PINE S.A.,IPCA,,No dia,No dia,CDB POS,,,15%,,264,,5000,,a0W3u00000AdOD4EAN,False,,,,,BANCO PINE S.A.,+ IPCA,CDB,CDB POS,,,,,,0,366,366,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,1.28,1.48,0,,,IPCA,,,,,,5000,2020-10-28
2986,,False,2020-11-23,,,2020-11-23,20,No venc.,PRIVADO,No dia,No dia,BANCO PINE S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,290,,5000,,a0W3u00000AdOD9EAN,False,,,,,BANCO PINE S.A.,PRÉ,CDB,CDB PRE,,,,,,0,361,361,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,4.7,4.9,0,,,Pré fixado,,,,,,5000,2020-11-23
2987,,False,2021-12-29,,,2021-12-29,17.5,No venc.,PRIVADO,No dia,No dia,BANCO PINE S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,691,,5000,,a0W3u00000AdODEEA3,False,,,,,BANCO PINE S.A.,PRÉ,CDB,CDB PRE,,,,,,0,721,721,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.04,6.24,0,,,Pré fixado,,,,,,5000,2021-12-29
2988,,False,2022-10-13,,,2022-10-13,15,No venc.,PRIVADO,No dia,No dia,BANCO PINE S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,979,,5000,,a0W3u00000AdODJEA3,False,,,,,BANCO PINE S.A.,PRÉ,CDB,CDB PRE,,,,,,0,1080,1080,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.78,6.98,0,,,Pré fixado,,,,,,5000,2022-10-13
2989,,False,2020-10-23,,,2020-10-23,20,No venc.,PRIVADO,No dia,No dia,BANCO AGIBANK S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,259,,1000,,a0W3u00000AdODOEA3,False,,,,,BANCO AGIBANK S.A.,PRÉ,CDB,CDB PRE,,,,,,0,361,361,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,4.95,5.15,0,,,Pré fixado,,,,,,1000,2020-10-23
2990,,False,2021-10-18,,,2021-10-18,17.5,No venc.,PRIVADO,No dia,No dia,BANCO AGIBANK S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,619,,1000,,a0W3u00000AdODYEA3,False,,,,,BANCO AGIBANK S.A.,PRÉ,CDB,CDB PRE,,,,,,0,721,721,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,5.75,5.95,0,,,Pré fixado,,,,,,1000,2021-10-18
2991,,False,2022-09-23,,,2022-09-23,15,No venc.,PRIVADO,No dia,No dia,BANCO AGIBANK S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,959,,1000,,a0W3u00000AdODdEAN,False,,,,,BANCO AGIBANK S.A.,PRÉ,CDB,CDB PRE,,,,,,0,1080,1080,1000,0,0,,,,,,,,,,,No venc.,3,,True,True,,,,,,,0,0,0,,6.52,6.72,0,,,Pré fixado,,,,,,1000,2022-09-23
2992,,False,2020-10-26,,,2020-10-26,20,No venc.,PRIVADO,No dia,No dia,BANCO BTG PACTUAL S.A.,PRE,,No dia,No dia,LCI PRE,,,15%,,262,,1000,,a0W3u00000AdODiEAN,False,,,,,BANCO BTG PACTUAL S.A.,PRÉ,LCI,LCI PRE,,,,,,0,361,361,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,4.17,4.37,0,,,Pré fixado,,,,,,1000,2020-10-26
2993,,False,2020-12-07,,,2020-12-07,20,No venc.,PRIVADO,No dia,No dia,BANCO BTG PACTUAL S.A.,PRE,,No dia,No dia,LCI PRE,,,15%,,304,,1000,,a0W3u00000AdODnEAN,False,,,,,BANCO BTG PACTUAL S.A.,PRÉ,LCI,LCI PRE,,,,,,0,360,360,1000,0,0,,,,,,,,,,,No venc.,0,,True,False,,,,,,,0,0,0,,4.17,4.37,0,,,Pré fixado,,,,,,1000,2020-12-07
2994,,False,2021-10-19,,,2021-10-19,17.5,No venc.,PRIVADO,No dia,No dia,BANCO BTG PACTUAL S.A.,PRE,,No dia,No dia,LCI PRE,,,15%,,620,,1000,,a0W3u00000AdODsEAN,False,,,,,BANCO BTG PACTUAL S.A.,PRÉ,LCI,LCI PRE,,,,,,0,720,720,1000,0,0,,,,,,,,,,,No venc.,0,,True,False,,,,,,,0,0,0,,4.86,5.06,0,,,Pré fixado,,,,,,1000,2021-10-19
2995,,False,2020-10-23,,,2020-10-23,20,No venc.,PRIVADO,No dia,No dia,BANCO PAN S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,259,,5000,,a0W3u00000AdOE7EAN,False,,,,,BANCO PAN S.A.,PRÉ,CDB,CDB PRE,,,,,,0,361,361,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,4.84,5.04,0,,,Pré fixado,,,,,,5000,2020-10-23
2996,,False,2021-10-18,,,2021-10-18,17.5,No venc.,PRIVADO,No dia,No dia,BANCO PAN S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,619,,5000,,a0W3u00000AdOECEA3,False,,,,,BANCO PAN S.A.,PRÉ,CDB,CDB PRE,,,,,,0,721,721,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,5.74,5.94,0,,,Pré fixado,,,,,,5000,2021-10-18
2997,,False,2022-11-21,,,2022-11-21,15,No venc.,PRIVADO,No dia,No dia,BANCO PAN S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,1018,,5000,,a0W3u00000AdOEHEA3,False,,,,,BANCO PAN S.A.,PRÉ,CDB,CDB PRE,,,,,,0,1080,1080,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.56,6.76,0,,,Pré fixado,,,,,,5000,2022-11-21
2998,,False,2022-10-28,,,2022-10-28,15,No venc.,PRIVADO,No dia,No dia,BANCO PAN S.A.,IPCA,,No dia,No dia,CDB POS,,,15%,,994,,5000,,a0W3u00000AdOEMEA3,False,,,,,BANCO PAN S.A.,+ IPCA,CDB,CDB POS,,,,,,0,1096,1096,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,2.7,2.9,0,,,IPCA,,,,,,5000,2022-10-28
2999,,False,2022-01-21,,,2022-01-21,17.5,No venc.,PRIVADO,No dia,No dia,BANCO ORIGINAL S.A,IPCA,,No dia,No dia,CDB POS,,,15%,,714,,5000,,a0W3u00000AdOEREA3,False,,,,,BANCO ORIGINAL S.A,+ IPCA,CDB,CDB POS,,,,,,0,731,731,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,2.02,2.22,0,,,IPCA,,,,,,5000,2022-01-21
3000,,False,2021-10-18,,,2021-10-18,17.5,No venc.,PRIVADO,No dia,No dia,BANCO ORIGINAL S.A,PRE,,No dia,No dia,CDB PRE,,,15%,,619,,5000,,a0W3u00000AdOEWEA3,False,,,,,BANCO ORIGINAL S.A,PRÉ,CDB,CDB PRE,,,,,,0,721,721,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,5.81,6.01,0,,,Pré fixado,,,,,,5000,2021-10-18
3001,,False,2020-02-07,,,2020-02-07,22.5,No venc.,PRIVADO,No dia,No dia,BANCO ORIGINAL S.A,PRE,,No dia,No dia,LCI PRE,,,15%,,0,,5000,,a0W3u00000AdOEbEAN,False,,,,,BANCO ORIGINAL S.A,PRÉ,LCI,LCI PRE,,,,,,0,100,100,1000,0,0,,,,,,,,,,,No venc.,0,,True,False,,,,,,,0,0,0,,4.48,4.68,0,,,Pré fixado,,,,,,5000,2020-02-07
3002,,False,2020-10-23,,,2020-10-23,20,No venc.,PRIVADO,No dia,No dia,BANCO M�XIMA S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,259,,1000,,a0W3u00000AdOEgEAN,False,,,,,BANCO M�XIMA S.A.,PRÉ,CDB,CDB PRE,,,,,,0,361,361,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,5.5,5.5,0,,,Pré fixado,,,,,,1000,2020-10-23
3003,,False,2021-10-18,,,2021-10-18,17.5,No venc.,PRIVADO,No dia,No dia,BANCO M�XIMA S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,619,,1000,,a0W3u00000AdOElEAN,False,,,,,BANCO M�XIMA S.A.,PRÉ,CDB,CDB PRE,,,,,,0,721,721,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6,6.2,0,,,Pré fixado,,,,,,1000,2021-10-18
3004,,False,2022-10-13,,,2022-10-13,15,No venc.,PRIVADO,No dia,No dia,BANCO M�XIMA S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,979,,1000,,a0W3u00000AdOEqEAN,False,,,,,BANCO M�XIMA S.A.,PRÉ,CDB,CDB PRE,,,,,,0,1080,1080,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,7,7,0,,,Pré fixado,,,,,,1000,2022-10-13
3005,,False,2023-10-09,,,2023-10-09,15,No venc.,PRIVADO,No dia,No dia,BANCO M�XIMA S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,1340,,1000,,a0W3u00000AdOEvEAN,False,,,,,BANCO M�XIMA S.A.,PRÉ,CDB,CDB PRE,,,,,,0,1440,1440,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,7.6,7.6,0,,,Pré fixado,,,,,,1000,2023-10-09
3006,,False,2024-10-01,,,2024-10-01,15,No venc.,PRIVADO,No dia,No dia,BANCO M�XIMA S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,1698,,1000,,a0W3u00000AdOF0EAN,False,,,,,BANCO M�XIMA S.A.,PRÉ,CDB,CDB PRE,,,,,,0,1800,1800,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,8.15,8.15,0,,,Pré fixado,,,,,,1000,2024-10-01
3007,,False,2021-10-19,,,2021-10-19,17.5,No venc.,PRIVADO,No dia,No dia,BANCO ABC BRASIL,PRE,,No dia,No dia,LCA PRE,,,15%,,620,,10000,,a0W3u00000AdOFAEA3,False,,,,,BANCO ABC BRASIL,PRÉ,LCA,LCA PRE,,,,,,0,720,720,1000,0,0,,,,,,,,,,,No venc.,0,,True,False,,,,,,,0,0,0,,5.35,5.55,0,,,Pré fixado,,,,,,10000,2021-10-19
3008,,False,2022-11-03,,,2022-11-03,15,No venc.,PRIVADO,No dia,No dia,BANCO ABC BRASIL,PRE,,No dia,No dia,LCA PRE,,,15%,,1000,,10000,,a0W3u00000AdOFFEA3,False,,,,,BANCO ABC BRASIL,PRÉ,LCA,LCA PRE,,,,,,0,1080,1080,1000,0,0,,,,,,,,,,,No venc.,0,,True,False,,,,,,,0,0,0,,5.35,5.55,0,,,Pré fixado,,,,,,10000,2022-11-03
3009,,False,2022-02-03,,,2022-02-03,15,No venc.,PRIVADO,No dia,No dia,BANCO FIBRA S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,727,,10000,,a0W3u00000AdOFKEA3,False,,,,,BANCO FIBRA S.A.,PRÉ,CDB,CDB PRE,,,,,,0,731,731,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,5.85,6.05,0,,,Pré fixado,,,,,,10000,2022-02-03
3010,,False,2022-07-25,,,2022-07-25,15,No venc.,PRIVADO,No dia,No dia,BANCO FIBRA S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,899,,10000,,a0W3u00000AdOFPEA3,False,,,,,BANCO FIBRA S.A.,PRÉ,CDB,CDB PRE,,,,,,0,914,914,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.2,6.4,0,,,Pré fixado,,,,,,10000,2022-07-25
3011,,False,2023-01-17,,,2023-01-17,15,No venc.,PRIVADO,No dia,No dia,BANCO FIBRA S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,1075,,10000,,a0W3u00000AdOFUEA3,False,,,,,BANCO FIBRA S.A.,PRÉ,CDB,CDB PRE,,,,,,0,1096,1096,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.6,6.8,0,,,Pré fixado,,,,,,10000,2023-01-17
3012,,False,2024-01-22,,,2024-01-22,15,No venc.,PRIVADO,No dia,No dia,BANCO FIBRA S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,1445,,10000,,a0W3u00000AdOFZEA3,False,,,,,BANCO FIBRA S.A.,PRÉ,CDB,CDB PRE,,,,,,0,1461,1461,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,7.2,7.4,0,,,Pré fixado,,,,,,10000,2024-01-22
3013,,False,2020-06-19,,,2020-06-19,22.5,No venc.,PRIVADO,No dia,No dia,BANCO PINE S.A.,DI,,No dia,No dia,LCA POS 1,,,15%,,133,,1000,,a0W3u00000AdOGIEA3,False,,,,,BANCO PINE S.A.,CDI,LCA,LCA POS 1,,,,,,0,238,238,1,0,0,,,,,,,,,,,No venc.,0,,True,False,,,,,,,102,103,0,,0,0,0,,,CDI,,,,,,1000,2020-06-19
3014,BNY MELLON SERVIÇOS FINANCEIROS DTVM S.A.,True,,23.970.201/0001-17,03.502.968/0001-04,,22.5,Qualquer dia,,1 Dia útil,2 dias corridos,,,CDI,No dia,1 Dia útil,,Não,Tabela regressiva que
começa em 22,5% e chega em 15% após 2 anos. Sujeito a come-cotas, antecipação
de 15%, que incidirá no último dia útil dos meses de maio e novembro de cada
ano.,Come Cotas,3 dias,,Renda Fixa,100,a183u000005X8tYAAS,a0W3u00000AdOHLEA3,False,0.40697418,1,PI DTVM SA,OURO PRETO REAL FIC FIRF LP,,,OURO PRETO REAL FIC FIRF LP,,OURO PRETO REAL,2,0,1,41389869.89,,,,,0,,6.58746392,0.44499209,25.8779195,0,0,0,0,33.024262,0.03786382,6.60922979146505,Qualquer dia,4,100,False,False,Ativa,,0,2,1,,,,,,,,,FIC de Fundo de Renda Fixa,Fechamento,,Aberto,Longo prazo,100,100,100,,
3015,,False,2020-04-27,,,2020-04-27,22.5,No venc.,PRIVADO,No dia,No dia,OMNI BANCO S.A,PRE,,No dia,No dia,CDB PRE,,,15%,,80,,10000,,a0W3u00000AdOL5EAN,False,,,,,OMNI BANCO S.A,PRÉ,CDB,CDB PRE,,,,,,0,181,181,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,4.52,4.72,0,,,Pré fixado,,,,,,10000,2020-04-27
3016,,False,2020-10-23,,,2020-10-23,20,No venc.,PRIVADO,No dia,No dia,OMNI BANCO S.A,PRE,,No dia,No dia,CDB PRE,,,15%,,259,,10000,,a0W3u00000AdOLFEA3,False,,,,,OMNI BANCO S.A,PRÉ,CDB,CDB PRE,,,,,,0,361,361,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,4.57,4.87,0,,,Pré fixado,,,,,,10000,2020-10-23
3017,,False,2021-10-18,,,2021-10-18,17.5,No venc.,PRIVADO,No dia,No dia,OMNI BANCO S.A,PRE,,No dia,No dia,CDB PRE,,,15%,,619,,10000,,a0W3u00000AdOLKEA3,False,,,,,OMNI BANCO S.A,PRÉ,CDB,CDB PRE,,,,,,0,721,721,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,5.39,5.59,0,,,Pré fixado,,,,,,10000,2021-10-18
3018,,False,2020-02-05,,,2020-02-05,22.5,No venc.,PRIVADO,No dia,No dia,BANCO INDUSVAL S.A.,DI,,No dia,No dia,LCA POS,,,15%,,-1,,5000,,a0W3u00000AdOLPEA3,False,,,,,BANCO INDUSVAL S.A.,CDI,LCA,LCA POS,,,,,,0,90,90,1000,0,0,,,,,,,,,,,No venc.,0,,True,False,,,,,,,94,96,0,,0,0,0,,,CDI,,,,,,5000,2020-02-05
3019,,False,2020-05-11,,,2020-05-11,22.5,No venc.,PRIVADO,No dia,No dia,BANCO INDUSVAL S.A.,DI,,No dia,No dia,LCA POS,,,15%,,94,,5000,,a0W3u00000AdOLUEA3,False,,,,,BANCO INDUSVAL S.A.,CDI,LCA,LCA POS,,,,,,0,180,180,1000,0,0,,,,,,,,,,,No venc.,0,,True,False,,,,,,,97,99,0,,0,0,0,,,CDI,,,,,,5000,2020-05-11
3020,,False,2020-11-06,,,2020-11-06,20,No venc.,PRIVADO,No dia,No dia,BANCO INDUSVAL S.A.,DI,,No dia,No dia,LCA POS,,,15%,,273,,5000,,a0W3u00000AdOLZEA3,False,,,,,BANCO INDUSVAL S.A.,CDI,LCA,LCA POS,,,,,,0,360,360,1000,0,0,,,,,,,,,,,No venc.,0,,True,False,,,,,,,100,102,0,,0,0,0,,,CDI,,,,,,5000,2020-11-06
3021,,False,2020-11-03,,,2020-11-03,20,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,IPCA,,No dia,No dia,CDB POS 1,,,15%,,270,,5000,,a0W3u00000AdOLeEAN,False,,,,,BANCO BMG S.A.,+ IPCA,CDB,CDB POS 1,,,,,,0,371,371,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,1.68,1.88,0,,,IPCA,,,,,,5000,2020-11-03
3022,,False,2021-11-03,,,2021-11-03,17.5,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,IPCA,,No dia,No dia,CDB POS 1,,,15%,,635,,5000,,a0W3u00000AdOLjEAN,False,,,,,BANCO BMG S.A.,+ IPCA,CDB,CDB POS 1,,,,,,0,736,736,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,1.72,1.92,0,,,IPCA,,,,,,5000,2021-11-03
3023,,False,2022-11-04,,,2022-11-04,15,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,IPCA,,No dia,No dia,CDB POS 1,,,15%,,1001,,5000,,a0W3u00000AdOLoEAN,False,,,,,BANCO BMG S.A.,+ IPCA,CDB,CDB POS 1,,,,,,0,1103,1103,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,2.49,2.69,0,,,IPCA,,,,,,5000,2022-11-04
3024,,False,2023-11-03,,,2023-11-03,15,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,IPCA,,No dia,No dia,CDB POS 1,,,15%,,1365,,5000,,a0W3u00000AdOLyEAN,False,,,,,BANCO BMG S.A.,+ IPCA,CDB,CDB POS 1,,,,,,0,1467,1467,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,2.86,3.06,0,,,IPCA,,,,,,5000,2023-11-03
3025,,False,2024-11-04,,,2024-11-04,15,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,IPCA,,No dia,No dia,CDB POS 1,,,15%,,1732,,5000,,a0W3u00000AdOM3EAN,False,,,,,BANCO BMG S.A.,+ IPCA,CDB,CDB POS 1,,,,,,0,1832,1832,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,3.37,3.57,0,,,IPCA,,,,,,5000,2024-11-04
3026,,False,2020-10-26,,,2020-10-26,20,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,PRE,,No dia,No dia,CDB PRE 1,,,15%,,262,,5000,,a0W3u00000AdOM8EAN,False,,,,,BANCO BMG S.A.,PRÉ,CDB,CDB PRE 1,,,,,,0,361,361,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,4.87,5.07,0,,,Pré fixado,,,,,,5000,2020-10-26
3027,,False,2022-01-18,,,2022-01-18,17.5,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,PRE,,No dia,No dia,CDB PRE 1,,,15%,,711,,5000,,a0W3u00000AdOMDEA3,False,,,,,BANCO BMG S.A.,PRÉ,CDB,CDB PRE 1,,,,,,0,721,721,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,5.6,5.8,0,,,Pré fixado,,,,,,5000,2022-01-18
3028,,False,2022-10-26,,,2022-10-26,15,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,PRE,,No dia,No dia,CDB PRE 1,,,15%,,992,,5000,,a0W3u00000AdOMIEA3,False,,,,,BANCO BMG S.A.,PRÉ,CDB,CDB PRE 1,,,,,,0,1080,1080,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.31,6.51,0,,,Pré fixado,,,,,,5000,2022-10-26
3029,,False,2023-10-09,,,2023-10-09,15,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,PRE,,No dia,No dia,CDB PRE 1,,,15%,,1340,,5000,,a0W3u00000AdOMNEA3,False,,,,,BANCO BMG S.A.,PRÉ,CDB,CDB PRE 1,,,,,,0,1440,1440,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.9,7.1,0,,,Pré fixado,,,,,,5000,2023-10-09
3030,,False,2022-01-11,,,2022-01-11,17.5,No venc.,PRIVADO,No dia,No dia,BANCO FATOR S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,704,,10000,,a0W3u00000AdOMXEA3,False,,,,,BANCO FATOR S.A.,PRÉ,CDB,CDB PRE,,,,,,0,721,721,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,5.3,5.5,0,,,Pré fixado,,,,,,10000,2022-01-11
3031,,False,2023-01-09,,,2023-01-09,15,No venc.,PRIVADO,No dia,No dia,BANCO FATOR S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,1067,,10000,,a0W3u00000AdOMcEAN,False,,,,,BANCO FATOR S.A.,PRÉ,CDB,CDB PRE,,,,,,0,1080,1080,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6,6.2,0,,,Pré fixado,,,,,,10000,2023-01-09
3032,,False,2020-10-23,,,2020-10-23,20,No venc.,PRIVADO,No dia,No dia,BANCO AGIBANK S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,259,,1000,,a0W3u00000AdOMhEAN,False,,,,,BANCO AGIBANK S.A.,PRÉ,CDB,CDB PRE,,,,,,0,361,361,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,4.86,5.06,0,,,Pré fixado,,,,,,1000,2020-10-23
3033,,False,2021-10-18,,,2021-10-18,17.5,No venc.,PRIVADO,No dia,No dia,BANCO AGIBANK S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,619,,1000,,a0W3u00000AdOMmEAN,False,,,,,BANCO AGIBANK S.A.,PRÉ,CDB,CDB PRE,,,,,,0,721,721,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,5.62,5.82,0,,,Pré fixado,,,,,,1000,2021-10-18
3034,,False,2022-10-13,,,2022-10-13,15,No venc.,PRIVADO,No dia,No dia,BANCO AGIBANK S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,979,,1000,,a0W3u00000AdOMrEAN,False,,,,,BANCO AGIBANK S.A.,PRÉ,CDB,CDB PRE,,,,,,0,1080,1080,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.4,6.6,0,,,Pré fixado,,,,,,1000,2022-10-13
